wage, hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc
925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,-1
550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5
606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7
425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7
340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18
692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5
575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12
571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6
817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5
987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12
616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,-1
1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10
808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7
808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15
788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12
850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9
900,38,106,40,12,10,19,38,1,0,1,1,7,-1,3,2
1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8
260,40,75,35,12,21,0,37,1,1,1,0,3,3,-1,-1
662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5
562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11
562,80,104,30,12,11,5,28,1,0,1,0,1,-1,12,12
357,70,115,37,13,5,2,30,1,0,1,1,6,7,-1,-1
1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10
1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12
651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11
750,40,50,28,12,14,5,32,1,1,1,0,10,-1,3,-1
754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,-1
700,40,73,23,12,17,9,38,1,1,1,0,8,3,-1,-1
503,40,84,14,11,11,2,30,0,1,0,1,3,-1,9,9
937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9
624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6
750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6
900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6
540,40,70,25,10,12,10,29,1,1,1,0,9,-1,10,7
642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10
400,50,96,38,15,6,10,28,0,0,1,0,5,-1,12,-1
900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10
513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10
894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8
1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18
485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18
325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13
769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7
618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4
1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3
751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3
380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7
300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,-1
753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7
1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12
1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12
1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18
650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9
700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10
494,40,74,30,12,16,4,34,1,1,1,0,5,-1,-1,-1
890,48,100,40,12,4,8,31,1,0,1,0,0,1,-1,-1
520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,-1
891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9
570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,-1
1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9
481,48,98,26,12,14,2,31,0,1,0,1,4,3,-1,-1
500,44,107,40,12,21,12,38,1,0,1,0,2,-1,12,7
1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14
803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12
962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12
1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,-1
600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12
450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8
629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6
492,60,67,38,12,15,2,34,1,1,1,0,3,-1,8,-1
1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13
357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16
960,40,83,25,13,14,13,32,1,0,1,1,4,-1,10,-1
566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12
481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8
1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8
645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8
788,40,100,23,11,15,6,32,1,1,1,0,5,-1,9,-1
644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,-1
477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7
664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16
520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,-1
1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6
538,45,77,22,12,12,10,28,1,1,1,0,9,-1,7,-1
873,44,109,25,12,12,12,28,1,0,1,0,1,1,-1,11
1000,40,107,32,12,17,18,35,1,0,1,0,5,1,-1,-1
